user,text
GoogleRetweet,RT @heavyed65: #OCHA: Protection of Civilians Report – – IMEMC News https://t.co/zpwczC8LmK #Jerusalem #StopAnnexation #FreePalestine 🇵🇸 #P…
heavyed65,#OCHA: Protection of Civilians Report – – IMEMC News https://t.co/zpwczC8LmK #Jerusalem #StopAnnexation… https://t.co/W95NeyG0Ew
Lee_in_Iowa,RT @ZenithUpwards: @KwikWarren I saw their faces. Most of them were young &amp; extra cash is a good incentive. Don't blame them too much when…
AllenShaw77,RT @portarican_RT: It is not that they hate. It's not that they do it publicly. It is that the #POTUS has sent the message that what they d…
whatisee14,"The 561 Report  https://t.co/b1tAMxJcb6 #amyconeybarrett, #trump #republican #maga #conservative #donaldtrump #usa… https://t.co/ZlX8mHOBuc"
AntheaDCharles,#DonaldTrump &amp; #MikePence Think #RespectAmericanPeople means #Lying to #America Now the choices are:… https://t.co/Wtg7yB0pY9
jjkissell,"RT @pattmlatimes: Once again, #DonaldTrump diverts attention from his unforgivably failed record and attempts to cram a possibly lame-duck…"
augorssAnalyst,#WHATsUP WITH THE #DEFEATED #TALIBAN IN #AFGHANISTAN ? -- The #embattled &amp; #fugitive #IslamicMilitants Organization… https://t.co/7S6kWVF8RN
2ndlevelthought,Trump for World President!  There.  That should light some hair on fire.  #JoeBiden #DonaldTrump Trump picks up ano… https://t.co/nKTFJvt5fP
HardReport,Trump Praised Gay “Marriage” on Eve of India Visit https://t.co/jZR1D6bxNG  #DonaldTrump #gaymarriage #NSSM200
juliosevero,Trump Praised Gay “Marriage” on Eve of India Visit https://t.co/h7ceo3aEAK  #DonaldTrump #gaymarriage #NSSM200
EmmaEmi07309384,"FDR’s own party told him you cannot PACK the United States Supreme Court, it would permanently destroy the Court.… https://t.co/mzcB0Kmm7l"
MICHAEL_HUSSAR,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
AudieDe62057391,"FDR’s own party told him you cannot PACK the United States Supreme Court, it would permanently destroy the Court.… https://t.co/7Qeatn0YB0"
KyleJen54015992,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
_Michelangelo__,"As usual #DonaldTrump’s supporters instigate, then start threatening, using violence, then retreat and call it self… https://t.co/lC8fQ9T2Od"
CLAREEVANS6,How the hell does #DonaldTrump know he cannot #transmit #covid19 when #apparently we have no knowledge of it .....w… https://t.co/bFA6BeAP5O
CourtinAct,"RT @derekjames150: American friends, the whole world feels your pain. We've seen what #DonaldTrump and his Republican conspirators have don…"
Imtiaz4imtiaz,RT @heavyed65: September 2020…Storming #AlAqsa…arrests…demolition orders and deportations https://t.co/yoQCH5KTy4 #Jerusalem #StopAnnexatio…
Imtiaz4imtiaz,"RT @heavyed65: #Israeli Soldiers Detain Dozens of #Palestinians in #WestBank, #Gaza – – IMEMC News https://t.co/wGNWBjJEA6 #Jerusalem #Stop…"
agnsokolowska,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
VandanaBajaj8,"RT @astrosumitbajaj: Although @realDonaldTrump should worry about a health a bit as highlighted in Article dated June 14th, however mental…"
MelodyKenly,RT @MaxNewsToday1: MaxNewsToday has endorsed #JoeBiden for President. The Taliban has endorsed #DonaldTrump.  https://t.co/JtpNHxBGfa
NotGoneForLong,“The Latest  Example: #TrumpIncitesViolence and the #ComplicitCorruptGOP Pretends  #Trump Didn’t Cause… https://t.co/UOnBCb6zjL
Lisa_mixedbag,@pnrodenbush Mitchie the wannabe top dickie has been packing for years by being a beaverdam to the Dems choices for… https://t.co/VPBMftMRsa
Bozack16,"@GOP The truth is DonaldTrump is a dictator. He spits on everything this country stands for. Truth, justice, freedo… https://t.co/kyUMeebFfs"
CelebInsiderorg,"President Donald Trump Claims All Is Well After COVID-19 Positive Test, But Band-Aids On The Back Of His Hand Say S… https://t.co/t19azZnnZI"
pilarmcbride11,RT @1KMiddlebrook: #KeithMiddlebrook aka #RealIronMan signing Autographs &amp; Selfies with his Fans. Follow https://t.co/l3bCgABGQY Give to #W…
moviegeekDutch2,@ErikaHa11772363 This is a what you turn America into @realDonaldTrump 🤬 #DonaldTrump #COVID__19 #BlackLivesMatter
trost_pam,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
MzRubybaby2003,"RT @BetteMidler: THANK GOD!  We won't have to listen to the bag of hot, incessant wind that is #DonaldTrump as he interrupts a serious cand…"
Catarin48074351,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
kingmark1st,Donald Trump Tested Negative Positive 😂 #donaldtrump https://t.co/2oipdPAZ1O via @YouTube
Catarin48074351,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
GoogleRetweet,RT @heavyed65: September 2020…Storming #AlAqsa…arrests…demolition orders and deportations https://t.co/yoQCH5KTy4 #Jerusalem #StopAnnexatio…
heavyed65,September 2020…Storming #AlAqsa…arrests…demolition orders and deportations https://t.co/yoQCH5KTy4 #Jerusalem… https://t.co/UjoH0sG3sP
gmandude60,RT @BrookesTimes: My cartoon Saturday @TheTimes on the less than honourable Covid Honours.... #DonaldTrump #BorisJohnson #MattHancock #COVI…
MicheleOnorato6,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
GoogleRetweet,"RT @heavyed65: #Israeli Soldiers Detain Dozens of #Palestinians in #WestBank, #Gaza – – IMEMC News https://t.co/wGNWBjJEA6 #Jerusalem #Stop…"
manthan1803,US Senators @JoeBiden Put a Price on New Russian Aid : Arms control: Foreign Relations panel votes to block assista… https://t.co/CfWfzd8P1d
1hugegHugues,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
heavyed65,"#Israeli Soldiers Detain Dozens of #Palestinians in #WestBank, #Gaza – – IMEMC News https://t.co/wGNWBjJEA6… https://t.co/nzjHZJeVsS"
tosakam1,"Prime Minister @AbeShinzo and his U.S. counterparts President #BarackObama, #DonaldTrump with #SecretaryofState… https://t.co/8BPeJjv3JO"
AlhamAhlam,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
judy_wasierski,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
Ghalianno,RT @heavyed65: Life Under a Illegal #Israeli #Occupation  At leat 11 #Palestinians were injured during the clashes that broke out with #Isr…
FerrolEl,@ABC @abcnews #JoeBiden let #DonaldTrump to dig his own hole. DJT will never learn when enough is enough. #uspoli
rk70534,RT @heavyed65: #Israeli #occupation forces arrested 3 #Palestinians including a woman after raiding Al Amari refugee camp in #Ramallah. #St…
WhoButChuck,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
magilbert6,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
GoogleRetweet,RT @heavyed65: Life Under a Illegal #Israeli #Occupation  At leat 11 #Palestinians were injured during the clashes that broke out with #Isr…
heavyed65,Life Under a Illegal #Israeli #Occupation  At leat 11 #Palestinians were injured during the clashes that broke out… https://t.co/d8PjK1TDpl
Ghalianno,RT @heavyed65: #Israeli #occupation forces arrested 3 #Palestinians including a woman after raiding Al Amari refugee camp in #Ramallah. #St…
Spearhead_IX,Latest polls predict following electoral college 2020: #Election2020 #DonaldTrump #JoeBiden @POTUS https://t.co/5MhAE0L3dq
donaldtrump_JJ,#트친소 #더비구함 45th President of the United States🇺🇸
GoogleRetweet,RT @heavyed65: #Israeli #occupation forces arrested 3 #Palestinians including a woman after raiding Al Amari refugee camp in #Ramallah. #St…
heavyed65,#Israeli #occupation forces arrested 3 #Palestinians including a woman after raiding Al Amari refugee camp in… https://t.co/y8iyGgx32q
kusini,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
qimcee,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
JantakaAdesh,Courtesy from India. #DonaldTrump  #USA @realDonaldTrump @jimmyfallon @jimmykimmel @nbcsnl @KamalaHarris @JoeBiden… https://t.co/suxwcgNBzv
Robert04ortiz,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
FrankMossa4,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
OxTheFELINE,RT @PeterRolson: The left: #Trump is a vile #racist  Also the left: Literally #lynching an effigy of #DonaldTrump at a 'protest' that left…
Lauramc24743498,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
SoundbiteCultur,Rats deserting a sinking ship... #Republicans admit #DonaldTrump will lose #Election2020 https://t.co/87FoJBVqM6
RevDebM,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
BhumidolVijay,#China #USA #UK #EU #Australia #JAPAN #INDIA #Africa #Canada #UNO #DonaldTrump #Modi #Merkel #Macron #XiJinping- ON… https://t.co/qoEFMYMKo4
WayChic,RT @JoR3LofKrypton: @WayChic @tazarae20 It's Common Knowledge™ #BabyGate #BunkerBoy- n-bitch #maga #kag #covFeFe-19 #CaptainContagious #Don…
allinallMJC,This is a #BrainTrainingExercise America! Learn to associate these names together. Ready?  #MaoZedong #JosefStalin… https://t.co/5GjXEZC29R
ElectileDysfx,"#JoeBiden’s refusal to tell voters his plans on packing #SCOTUS, and in particular #Biden2020’s refusal to rule it… https://t.co/IngkcYPRbx"
Unknown08714948,"I always have a question: Why Donald Trump is fat and ugly, but  then he have such a handsome son? #DonaldTrump"
kkara654,"RT @BetteMidler: THANK GOD!  We won't have to listen to the bag of hot, incessant wind that is #DonaldTrump as he interrupts a serious cand…"
SmithSeigel,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
MZBJMA,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
lorenzooliva16,Still nothing about the negative test #COVID__19 #DonaldTrump https://t.co/3HTthjIiE5
MZBJMA,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
Avr123451,RT @Ashi_IndiaToday: 33-year-old superfan and ardent ‘devotee’ of US President @DonaldTrump dies. Krishna a native of remote Konya village…
RajeevSwarnakar,RT @Mynation_BH: @love_a_man @MyNation_net @MensDayOutIndia @rashtrapatibhvn @narendramodi @RahulGandhi @rsprasad @RajThakre09 @ThakreUddha…
Donald_Trump_Q,"""Drain the swamp"",""Funny how that term caught on, isn't it?"" -Donald Trump #POTUS #DonaldTrump #Trump #TrumpProtest"
BerkanBudak1,Can not wait for this fool to be voted out #DonaldTrump #TrumpOut2020 #byetrump #Trump #TrumpIsALoser #TrumpCovid19… https://t.co/GjsyNyT4jw
LibbyStone2,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
PeterRolson,The left: #Trump is a vile #racist  Also the left: Literally #lynching an effigy of #DonaldTrump at a 'protest' tha… https://t.co/7Pi7YRqURm
Annoula64,RT @Commentary: Joe Biden does seem to have learned from past mistakes. In the case of these two pariah regimes--Russia and Cuba--those mis…
EarlEKyler1,RT @SaltyCracker9: #DonaldTrump Tells Iran To F**K Around &amp; Find Out | Lefties Scared of Testosterone https://t.co/0kM4TWMVYg via @YouTube
Vesaversa,@DonaldTrump If Super Spreader Trump had done his dam job instead of sitting around all day watching Fox News this… https://t.co/idooK7qf26
Blastgurl69,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
JoeRich44,RT @MaxNewsToday1: MaxNewsToday has endorsed #JoeBiden for President. The Taliban has endorsed #DonaldTrump.  https://t.co/JtpNHxBGfa
JoR3LofKrypton,@WayChic @tazarae20 It's Common Knowledge™ #BabyGate #BunkerBoy- n-bitch #maga #kag #covFeFe-19 #CaptainContagious… https://t.co/Ete83iSX00
LindaHeltemes,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
kleegrubaugh,RT @Commentary: Joe Biden does seem to have learned from past mistakes. In the case of these two pariah regimes--Russia and Cuba--those mis…
chachaspillane,RT @LeslieMarshall: The Taliban is endorsing #DonaldTrump  If that doesn't get you to #VoteBlue Im not sure what will..... #TalibanForTrump
markvegezzi1,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
chellierocks,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
Brahmski,RT @Commentary: Joe Biden does seem to have learned from past mistakes. In the case of these two pariah regimes--Russia and Cuba--those mis…
jody88072872,#DonaldTrump we need excutive orders for lwa stimulus checks #NancyPelosi doesn’t want to help the people help your… https://t.co/1lIAy4ru5Q
UzomaOfficia,"@realDonaldTrump Police brutality to Young Nigerians are unacceptable... Youths can't buy a new car, smart phone, e… https://t.co/Nq0hSmg3jK"
TruePublica,Only #DonaldTrump could think of something as truly stupid as ripping off his shirt to reveal a Superman T shirt as… https://t.co/8F2jbCEz4h
UncleOdit,RT @MaxNewsToday1: MaxNewsToday has endorsed #JoeBiden for President. The Taliban has endorsed #DonaldTrump.  https://t.co/JtpNHxBGfa
PaligaNan,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
Jmalco,RT @MaxNewsToday1: MaxNewsToday has endorsed #JoeBiden for President. The Taliban has endorsed #DonaldTrump.  https://t.co/JtpNHxBGfa
Timberdoodle20,RT @tribelaw: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/5taLcwF72r
PaligaNan,RT @TheReal_NRP: Here’s @realDonaldTrump on preschool on legos #comedy #impressions #legos #DonaldTrump @nbcsnl https://t.co/jbz32O6xYH
