user,text
autismfamily01,"RT @T_S_P_O_O_K_Y: Yes...this is factual evidence of ""I don't want my kids to grow up in a jungle"" @JoeBiden's racism.."
777Cuddy,RT @Pismo_B: Meanwhile in @JoeBiden’ s Delaware....  #CreepyJoeBiden   https://t.co/AHXoQ4wjh2
bb1ttns1,"You showed up late to the debate, too late to get tested and used the “honor system.” You were hoping old man… https://t.co/xYrAlIWVDA"
Sarafiena2,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
ChatChristi,RT @Brash_1: 1/ Plot Twist: The timing of @realDonaldTrump’s COVID diagnosis helps his re-election bid.   .@JoeBiden would be 78 years old…
momrockzz,RT @Tombstone1954: Trump is so unpopular he only has 86.7 million followers on here and popular @JoeBiden has 10.3 million. This is where t…
Lsaul6,@JoeBiden Please push the throttle down  and take us back home! No quarter for trump!
Barbistall,RT @SteveSchmidtSES: .@JoeBiden Please put your ads back on the air ASAP. Trump is a profound danger to the future of the company. His infe…
happy_catholic,@RepVernonJones @JoeBiden @realDonaldTrump @TeamTrump Update: C-Span aired the physicians and staff @ Walter Reed t… https://t.co/COLdlNhUl8
promotechnge,RT @SteveSchmidtSES: Compassion and decency do not require unilateral disarmament. @JoeBiden.  Press forward. Attack. Spend them into the g…
Suzan999999,RT @RRalstonAgile: @jrgaillot @JoeBiden I will refer you to Senate Majority Leader Mitch McConnell and his plan for the next 30 days.
TinaLJordan,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
heel4you,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
GoofMcFloof,@RealKatieFox @catACH317 @a_patriciann @Star17773 @kallygirl2011 @Bulerious @real_defender @JoeBiden Wait.. you’re… https://t.co/MDncIBLrKx
egnzlz86,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
crueltyfree,"@JoeBiden Joe I am not a supporter of yours but, with more tweets like that, I could be persuaded."
sam63b,RT @ossoff: NEWS: Two polls were just released with me leading Sen. David Perdue and @JoeBiden leading Donald Trump in Georgia.  GEORGIA IS…
NeskaW_1,RT @JoeBiden: Beau Biden was not a loser. https://t.co/hwzlZrjh75
biten_joe,"@SaltyVet82 @SmartASS___ @LaddyNYR @MatthewJshow @JoeBiden Joe Biden has BIG ties to China.China sent virus abroad,… https://t.co/GQiGXAeL6Y"
HMefford123,"RT @SteveSchmidtSES: .@JoeBiden We believe in you. We are with you. Return justice, normalcy, decency, competence and dignity to the White…"
FLConserve941,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
andernutz,@kumailn I’m calling Minnesota for @JoeBiden
sasseykitten,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
Bavyeshpolitics,RT @B52Malmet: Biden’s campaign pulled its negative ads. Trump’s did not. Biden is human. Trump is not. Put back your ads @JoeBiden - you s…
RedStateGirlz,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
utahgearhead,"RT @chipfranklin: .@JoeBiden, Trump’s machine (including Russia) is alive and well, disrupting USPS, suppressing voters, and running negati…"
MelissaL11754,RT @SteveSchmidtSES: Compassion and decency do not require unilateral disarmament. @JoeBiden.  Press forward. Attack. Spend them into the g…
HelenELais,@gnuseibeh @realDonaldTrump @JoeBiden Because Chamberlain’s appeasement of Hitler was the “gentlemanly” thing to do.
Kit_hunt,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
ggreathouse7,"RT @BernardKerik: .@JoeBiden Said 6,114 Military Service Members Died From Covid. The Real Number Is 7. https://t.co/IsWnKPKXO8"
SmallGov4All,"@JoeBiden Legally @realDonaldTrump is the president of all Americans yet we know not all are happy.  If you win, I will not be happy."
corey_mama,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
juliemc48392606,@JoeBiden you lie and you are loving our greatest President of our great country has COVID-19 but guess what he’s s… https://t.co/gGoIhknIHi
AshlyCa99694813,RT @JoeBiden: I’m Joe Biden and I approve this message. https://t.co/TuRZXPE5xK
Sablesabine,@ABB_Fan71 @almondfluffy @ShesWithBruce @JoeBiden Still waiting on that list of Governors...
clc4446,@JoeBiden please don’t hold back on releasing you negative trump ads.. I really don’t think he cared about exposing… https://t.co/1ovJIi69v9
NASJones333,RT @BarackObama: I'm looking forward to catching up with @KamalaHarris and folks around the country at our grassroots fundraiser tomorrow t…
TorgersonAnn,RT @icecreamonacone: @MeidasTouch If T and Melania knew they were BOTH positive BEFORE arriving at the debate... Then that is CRIMINAL.  Th…
Neota4,"@mmpadellan @JoeBiden That is enough of an ad. The facts, Ma'am. Just the facts that at every level you think trump… https://t.co/OfIXnCfonV"
chiquibon2,RT @wdunlap: @JoeBiden WOW! Biden Made 33 False or Misleading Claims at the Debate – Check out this long list with the true facts... https:…
watchful999,RT @lindabernstei14: @HKrassenstein @JoeBiden Agree. Trump is not well. Biden has respect. Trump is so sickening to not pull his ads. Biden…
autismfamily01,"RT @T_S_P_O_O_K_Y: Holy cow, Batman! What is the Joker saying?! Yes...that IS White Sheet @JoeBiden delivering the eulogy for KKK leader Ro…"
IndieWomenVote,"@Olivianuzzi @EliotHiggins So where is the announcement of #JoeBiden press conference, attacking this #Trump politi… https://t.co/KuKia7gp68"
EllenJaffy,RT @icecreamonacone: @CapehartJ @JoeBiden @DrBiden FOCUS PEOPLE:  T:  $750 Tax Owes Millions Has Covid: T Melania KellyAnn Hope Ronna BillS…
JanFrye,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
MamaRoshell,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
arianat63553015,@blossomingabyss @JoeBiden You’re like 12 sit down
jrgaillot,RT @athoughtz: @jrgaillot @JoeBiden Softball is what GOT us here it's going to get us all killed.
ChrisStirk,@gnuseibeh @realDonaldTrump @JoeBiden No he shouldn't if Trump not fit to campaign he certainly isn't fit to run a country
MirPeace,Agree. @JoeBiden should start with #45 knew 72 hours ago and still went to a NJ campaign rally with no social dista… https://t.co/tGEOgC3NjX
SecretSauce2020,"@JoeBiden Joe and @KamalaHarris can say it respectfully (!), but stress that contradictory information and mixed me… https://t.co/5gHjvESdz6"
josephclauss,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
ctownmaga,"""I'm not going to answer that because it will become an issue""   - #JoeBiden   🤣 He said that, in real life &amp; Chris… https://t.co/1R4wlHJWMC"
b_tella,@meenaharris @JillFilipovic @JoeBiden @KamalaHarris Biden is responsible for the largest penal colony in the world.… https://t.co/lfMxUL0l3L
jstincse,RT @malcolmkenyatta: In one month we will choose: Truth over Lies. Science over Fiction.  Unity over Division. Hope over Fear.  We’ll choos…
PauletteSmithR1,"RT @pigriffs: Let me get this straight, the party that’s in the process of stealing another SCOTUS seat wants @JoeBiden to pause his campai…"
kathyfig,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
JMikeUSA,"RT @JustSchmeltzer: If I am @JoeBiden, I am using this moment, when people are nervously watching the news a lot, to buy 30 mins on network…"
Kountry_Khick,"@josh_icloud @Jillbiden46 @JoeBiden Haven't you been listening?  China infected the world, not the Republicans!"
TylerGoodboy,@TomFitton Will @JoeBiden condemn this behavior? https://t.co/X5DISvwB4Z
ljp60,"@JoeBiden Dear Joe's tweeter, please change the tag to Joe's tweeter bc everyone know Joe doesn't say any of this.… https://t.co/StGiS9T2oi"
JaniacNYC,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
yavapai2005,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Itatorro,RT @kittenmule888: 👇🏻💥💥 Christian leaders criticized 2020 @JoeBiden for “deceptive ads” highlighting the former vice presidents faith. “We…
wirehead73,@JoeBiden Wearing a mask is not a magical force field that guarantees freedom from COVID. While there's likely a be… https://t.co/H9E5VNq0zG
lobylyn,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
faihonli,"RT @KatrinaPierson: I don’t know about you, but I’m looking forward to @brikeilarcnn’s segment on @JoeBiden ‘s record on race. Here are som…"
HalleMixon,@cheriemarie1965 @arthurq86464105 @JoeBiden Exactly just plain IGNORANT👏🏼👏🏼👏🏼
BrudderClyde,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
indoctrinatedmo,@chrislhayes @AnandWrites I truly believe that @realDonaldTrump intentionally wanted to hurt @JoeBiden . He will an… https://t.co/vt5QtB8g1t
Elizabe93692010,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
tatertaquito,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
sylviab19922658,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
groeestate,"RT @RealJamesWoods: #JoeBiden is the only presidential candidate in history to wage a campaign in absentia. Between his basement, his “lid,…"
hromgirl,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
KatrinaG3K,"RT @JustSchmeltzer: If I am @JoeBiden, I am using this moment, when people are nervously watching the news a lot, to buy 30 mins on network…"
MartaM0218,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
rteest,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Inspect54932104,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
RaveenWatch,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
BethFullerton2,RT @SteveSchmidtSES: Country in four short years. There should be no political mercy shown towards Trump and Trumpism in this moment.  Mr.…
JoyPuder,RT @dianelyssa: sue their asses for negligence @joebiden
happy_catholic,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
NancyTaylor5,RT @jacqueofsa: The #TrumpCrimeFamily Tried To Kill @JoeBiden At Thursday's Debate! They Already Knew #CovidCaughtTrump So They Showed Up L…
daulan,@JoeBiden @KamalaHarris   Your initial decision was appropriate and generous.    24 hours later.....let’s get going… https://t.co/iV45FpJCo1
TaylorAJP,Hopefully more actionable than all his other crimes. @JoeBiden and @KamalaHarris need to look at this closely. A ba… https://t.co/M7r0iFUMiA
kitten4trump,Represent yourself..you're under  Investigation in UKRAINE .. COME ON MAN.. https://t.co/r84KZrmuOw
AntonCollins17,@thatonesmarty1 @_populist_ @_AsWeSpeak @HKrassenstein @JoeBiden Did you even attend?
DIVINEANGEL47,"@mmpadellan @JoeBiden Heck yes it is, This is infuriating!!! For All WE KNOW IT COULD BE ALL LIES....BUT ITS APPARE… https://t.co/Ah6AHHpNkR"
GlorySportsAA,RT @BenSimmons25: I support @JoeBiden &amp; @KamalaHarris to Build Back Better! Make your #VOTE count 😤 https://t.co/4TsS47OyuC
VoteBlue4Peace,"RT @kenolin1: Let’s spend a moment wishing the President and First Lady well.  — — — — — — — — —- — —- — Ok.  Now, let’s get back to work e…"
Wewdrshug,@SteveSchmidtSES @JoeBiden You're the best. https://t.co/Y4uPn5jtAi
Abras1cadabra,"RT @HDollyness: @RudyGiuliani According to the his Dr’s timeline, Trump was Covid positive at the debate. Pray for @JoeBiden , you sick fuc…"
mrntweet2,@Colonel_Ted @realDonaldTrump @WalterReedArmy @POTUS @JoeBiden Love it!
it_allmatters,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
JillReneeJorda3,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
LisaPretter,@JoeBiden PUSH THROUGH. show no mercy. We need you to win. https://t.co/y3FOpAj0j0
alt_oids2,@corren_love @Jay_USMC2 @JoeBiden But he’s fine now. Start the ads.
SCOAMT,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
GSwarthout,"@jrgaillot @JoeBiden Uh, he did.  You aren't paying attention."
AuggoneJames,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
TORRE1736,RT @MrWick2u: Here is @JoeBiden yucking it up with White Supremacist Robert Byrd. Will .@johnrobertsFox ask @JoeBiden to clarify his stance…
AmyMincey7,"RT @BostonJudy3: ⚠️Amy Barrett doesn’t protect other women (or anyone else)  ⚠️Gardner/Trump’s pick for the second stolen SCOTUS seat, is a…"
Elysians_,RT @GrrrGraphics: Oh look - we finally spotted a #JoeBiden boat parade! https://t.co/qwiGG35aPP
waltnick29,"@JoeBiden @KamalaHarris DO NOT STOP ANY ADS, we are being LIED TO by this President, the entire Administration, and… https://t.co/Dcn97I80GM"
N41mooreMoore,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
StayClassySprts,I refuse to impute my values on the growing participants in the superspreader event. This is not a Scrooge scenario… https://t.co/Schug3aRwk
rohaniroop,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
darkmartha1313,"@gnuseibeh @realDonaldTrump @JoeBiden Oh, stop it. Why are all the man babies asking for special treatment? Oh, wha… https://t.co/xji8JQJ6P0"
dstacie18,RT @JoeBiden: We have to come together. https://t.co/P8SkE6vkX1
MikeReeseM,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Wndr_Woman1974,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
bowman409,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
petlover1967,RT @JoeBiden: We have to come together. https://t.co/P8SkE6vkX1
wolfwelp,@JoeBiden U ALWAYS HOOD W ME SHAWTY #TAKEUSHOME
Phillygirl1441,"I really believe @flotus did a good thing in her life, she held @realDonaldTrump back from assassinating @JoeBiden… https://t.co/RVIJb4Iion"
GiselleAlbrech2,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
steven_mensh,@JoeBiden @BarackObama @KamalaHarris @michaelb4jordan @Russia @davidaxelrod @jaketapper @ChineseEmbinUS… https://t.co/Aj9kOOtWAf
pbarhigh,"My fav thing is republicans coming for him saying this isn’t sincere, as if it was the other way around trump would… https://t.co/vLpwC5FqQ4"
pdm_paula,RT @pn1usnavyrtrd: @TrumpWarRoom Because just like a @JoeBiden lied at the debate he lied about that
NTAG_CC,RT @meenaharris: All I know is that @JoeBiden and @KamalaHarris are extraordinarily decent and compassionate people. It's how they treat al…
Addicted_2__luv,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
biden_voter,RT @Tinker_Bell_04: I like presidents who #BelieveTheScience  #wtpBlue #wtpBiden
Pawluvertillend,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
xtinajodie,@beaubyron @JoeBiden @DrBiden Hold up 🤬
WendyResists,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
EddieDexter,"@ProjectLincoln This Pres....no...This MAN KNEW HE WAS INFECTED AS WELL AS HOPE HICKS AND YET PUT OTHERS, INCLUDING… https://t.co/WEhCLRirfM"
CRBergeson,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
FOREVER_NY,@JoeBiden We will do our part but we need you to do yours continue your campaign and continue all adds positive and… https://t.co/T0cIGyKtrJ
RedBeardRevenge,@ManAlive85 @iAmKingRoundz @yurnothebosofme @clarascalzer @JoeBiden I will. And it will be neither of them.
MaryOverman6,@TX_WalkerRanger @JoeBiden How vain.
Liftvel,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
DebraMMason1,"RT @BrentScher: A lot of praise for @JoeBiden campaign for pulling negative ads, but scan of Facebook ad library shows it’s not really true…"
nina_sims,"@JoeBiden Thank you, Sir for being a man of integrity.  So glad that Dr. Biden and yourself tested negative."
VonnieL605,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
BraibmonPerry,@seanhannity @JoeBiden is he senile
JLongGallegos,"RT @Redi2shop: @jomelda54 @AngrierWHStaff @JoeBiden Yes @JoeBiden please put your ads back up. They are not negative, they are factual. He…"
GaiusBaderinwa,"@femistuarts @JoeBiden How do people even come up with such dumb reasoning?  ""...regardless of what the law says"""
Michelle_I_am,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
J_Spicee_jklenk,RT @bIondiewasabi: biden said sorry about your president but I’m different
mrntweet2,RT @Colonel_Ted: There were more @realDonaldTrump supporters who spontaneously gathered outside the entrance gate to @WalterReedArmy to exp…
Davidsannie4,@JoeBiden Joe are you and Jill okay? Have you been tested again today? I'm very worried about you both!
worldflood1,RT @waltb31: Oh give me a f^cking break @AlexWitt. NEW TONE??? @realdonaldtrump is the same malignant narcissistic grifting criminal a$$hol…
DMPCE1,"@JoeBiden Sir, trump was sick during the debate. Please please be extra vigilant &amp; test often. 🙏🏼"
Ra_nae,RT @SteveSchmidtSES: .@JoeBiden Please put your ads back on the air ASAP. Trump is a profound danger to the future of the company. His infe…
tomlinson1965,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
NerdMilwaukee,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
gypsy374,@JimCarrey @JoeBiden @AlecBaldwin @MayaRudolph @chrisrock Oh my...this is going to be the best!!!!!!
David_Noel_V,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
Cleric3648,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
jbsmd8,@JoeBiden Please keep us all informed on your health and coronavirus status (your family and the Harris's too!). I… https://t.co/stp7vueZlh
MedranoDarlene,RT @angrybIackgirI: he said “oomfs got corona but not me yall rest easy folks 🕺”
Tao_Of_Jeff,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Jaybaby64082,@mmpadellan @JoeBiden It is time to step on his throat. He would do the same to you. #BidenHarris 2020
BurrJaylen,@Grantlord11 @knucklesbeating @LawAndOrder_EE @JoeBiden If someone attacks me Ima need my ar simple as that
oldmomnow,RT @icecreamonacone: @CapehartJ If T and Melania knew they were BOTH positive  BEFORE arriving at the debate... Then that is CRIMINAL.  The…
PatriotsforTru1,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
rsullivan93,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
ScottNjjscott,@JoeBiden I agree we should wear masks but many cannot. What about them.
Dristi23,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
Pamela53258082,"@GovChristie The hoax got you, too? Better get well soon so you can do more outstanding debate prep with the Corrup… https://t.co/udnST2iaFA"
litdleRhodie,RT @litdleRhodie: @jrgaillot @JoeBiden Class....it's called Class!
peterussian,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Andiegirl59,"@gnuseibeh @realDonaldTrump @JoeBiden If Trump had had an ounce of compassion for human life, he would have told th… https://t.co/H24WoPgvLD"
jus71in,@JoeBiden You haven’t and doubt you will given your history
Patricia19909,@JoeBiden I am a muslim. But I grew up in christianity and my family is christian and recently my mom reminded me o… https://t.co/4oMYUsYxwp
linmger,"RT @RealJamesWoods: #JoeBiden is the only presidential candidate in history to wage a campaign in absentia. Between his basement, his “lid,…"
therealscottyY1,@jelly_snatch I hope @JoeBiden can avoid Covid so he can get inaugurated. He should be in a literal bubble right now. #BidenHarris2020
FascBear,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
jerryoakley4,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
JLongGallegos,"RT @jomelda54: @AngrierWHStaff @JoeBiden please resume your ads, apparently Trump, per his docs is doing great!  resume everything full spe…"
SaratheMorris,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
USA80126,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
Wren05026690,"RT @deanofdublin: Just two nights ago @realDonaldTrump mocked @JoeBiden for always wearing a mask, made fun of the size of his mask, &amp; agai…"
lisafittko,Agree.  24 hour moratorium has ended.  Let’s get rollin’ again @JoeBiden and @KamalaHarris https://t.co/BfsYf7W9bJ
Mary620497,Eff Biden and a mask mandate this is the USA   🚫😷🚫😷🚫😷🚫😷@JoeBiden
stfusini,RT @angrybIackgirI: he said “oomfs got corona but not me yall rest easy folks 🕺”
Fleming16Lilian,@frosti17 @maggieNYT @JoeBiden Yes joe - up with the ads they are needed to remind people of how low trump goes
medusasmeow,"@secularcitizen2 @bernieshq @JoeBiden Really? Well, I mean, for starters, he wouldn’t make fun of people for wearin… https://t.co/Y60WYB5QG0"
metzgershelley,@JoeBiden @faaaith_arion disappointed you liked this 😂
DrewB07178033,@DocWashburn @ToplessVegas @JoeBiden what do you expect? this place is a shitttsorm
MsDare2,"@jrgaillot @JoeBiden They weren’t negative, they are the truth!! #BidenHarris2020"
Duckyflipper,RT @staceyrosey22: @SteveSchmidtSES @ProjectLincoln @JoeBiden we must continue the fight!! It's bigger than Trump!! Their campaign has not…
bri_fernandez8,RT @meenaharris: One thing I can tell you that @JoeBiden and @KamalaHarris do not have is a reckless disregard for human life. 30 days.
the_far_country,@marie_maroun @JoeBiden I hate this. At least when people fight back you know they WANT IT
mynameissquatch,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
lall561,@TomPAPT @m_kordon @JoeBiden Look at all the people sick today from @realDonaldTrump &amp; his making wearing a mask a… https://t.co/E25DTY0iM8
azhrie139,@JoeBiden We can come together when Republicans stop being evil monsters.
FrankmoreJoseph,RT @60Mins: Opponent of the opponent. A former staffer of @JoeBiden reveals why the Democrat candidate should never be President. SUNDAY on…
ToddAll62909041,The @WhiteHouse and @realDonaldTrump doctor is lying about when trump knew he had #COVID19   Put your ads back up a… https://t.co/QL7aY6sHoB
BreaultCrow,@robreiner @FloridaBiden @JoeBiden has a pandemic plan. Let him speak and tell Americans we need a national mask ma… https://t.co/ESuUlvy6oM
zalapk,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
kpasta,"Hear, Hear @tedlieu!!! What kind of arrogant pr*cK callously endangers the actual lives of others this way?… https://t.co/1SiEMnQgfc"
c4jennings,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
aqueerview,RT @electroboyusa: I'm so glad I turned down my invitation to the Rose Garden reception to meet #AmyConeyBarrett   I'm looking forward to m…
PGeaux,RT @AndrewFeinberg: Dem strategist @Theonlyhonest said Trump’s efforts to change the subject to the economy or “law and order” are now doom…
MinnieResists,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
AksomitasLeslie,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
BALDhoeROSCO,"RT @JimCarrey: “Look...here’s the deal!” I’m playin’ @JoeBiden Live From NY on Saturday Night with @AlecBaldwin, @MayaRudolph, the amazing…"
iris_selda,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
CelloArtist,"@JadeVotesBlue @JoeBiden He is. I have seen many positive ads! That is the best response. Avoid trash talk, focus o… https://t.co/5vq9hUlfXJ"
SteveBayrd,RT @sav01: Look what’s “trending” on @TWITTER. @joebiden has done nothing in nearly half a century...but now he’s gunna “Save America”. 🙄…
popmark,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
lorinock,RT @SteveSchmidtSES: Compassion and decency do not require unilateral disarmament. @JoeBiden.  Press forward. Attack. Spend them into the g…
maestomaes,@JoeBiden put your ads back up and make new ones about him attending a function while knowing he was ill! We NEED y… https://t.co/DzI1OvKLj2
margo_54,@realDonaldTrump please take note.  This is how human beings treat each other https://t.co/4VTmSjWWKK
rocco2380,Please @JoeBiden put your ads back up. @realDonaldTrump risked many lives for days before admitting he had covid.
L3CoolJ,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
arms_wide_openn,@HKrassenstein @JoeBiden Joe is old and senile. You think he can run this country better than Trump? Trump will rec… https://t.co/Inarpylrqx
LBinFL,RT @SteveSchmidtSES: There is a fight on in this country between fascism and democracy. @ProjectLincoln @JoeBiden.  Biden stands for democr…
Grind2fourhrs,RT @angrybIackgirI: he said “oomfs got corona but not me yall rest easy folks 🕺”
NancyJMincey1,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
smiles_sonshine,"RT @pinkk9lover: You flew to #MI for a rally of 10 supporters ( &amp; 10 media) @JoeBiden ? I hate to break it to you, but @realDonaldTrump had…"
Futaleufufufu,RT @AthenaOfChicken: @ProjectLincoln Biden gave Trump a moment of respect. That’s all he deserves. We’re still in a battle for the future o…
B_Chill75,"RT @BrentScher: A lot of praise for @JoeBiden campaign for pulling negative ads, but scan of Facebook ad library shows it’s not really true…"
CoreyLe70170098,"@SIRodriguezNY @ScottTrippLive @murray_nyc @JoeBiden Biden sure does love china tho, this account is a bot right?"
Mmarangelli,"If the President is doing well, if all is well with Trump Party &amp; Trumpism, then I highly suggest @JoeBiden put all… https://t.co/0fAGOdH3VW"
twitpeeks,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
Sch531,RT @mmpadellan: Dear @JoeBiden -- It's time to go ahead and put your ads back up. The Commander-in-Covid just tried to kill you.
HopeArchEnt1,"@JoeBiden Please sir, make sure you and your staff...everyone who was at the debate...are tested daily!  🙏"
lyzabug66,RT @RepVernonJones: I stopped by the Bethesda Medical Ctr. Mr. President to pray for you. The American people have you on our minds and in…
